笔序号,方向,起点时间,起点类型,起点价格,终点时间,终点类型,终点价格,无包含K数,内部分型数,价差力度,涨跌幅,原始K起点,原始K终点,内部无包含K时间,内部分型
276,↓ 向下,2026-01-15 04:55:00+00:00,顶分型,109.92085955478399,2026-01-15 05:55:00+00:00,底分型,89.62247220897916,13,2,20.3,-0.1847,2026-01-15 04:45:00+00:00,2026-01-15 06:00:00+00:00,2026-01-15T04:50:00+00:00 | 2026-01-15T04:55:00+00:00 | 2026-01-15T05:00:00+00:00 | 2026-01-15T05:15:00+00:00 | 2026-01-15T05:20:00+00:00 | 2026-01-15T05:25:00+00:00 | 2026-01-15T05:30:00+00:00 | 2026-01-15T05:35:00+00:00 | 2026-01-15T05:40:00+00:00 | 2026-01-15T05:45:00+00:00 | 2026-01-15T05:50:00+00:00 | 2026-01-15T05:55:00+00:00 | 2026-01-15T06:00:00+00:00,2026-01-15T04:55:00+00:00:G:109.920859555 | 2026-01-15T05:55:00+00:00:D:89.622472209
277,↑ 向上,2026-01-15 05:55:00+00:00,底分型,89.62247220897916,2026-01-15 06:35:00+00:00,顶分型,96.46011250261338,6,2,6.84,0.0763,2026-01-15 05:50:00+00:00,2026-01-15 06:40:00+00:00,2026-01-15T05:50:00+00:00 | 2026-01-15T05:55:00+00:00 | 2026-01-15T06:10:00+00:00 | 2026-01-15T06:20:00+00:00 | 2026-01-15T06:35:00+00:00 | 2026-01-15T06:40:00+00:00,2026-01-15T05:55:00+00:00:D:89.622472209 | 2026-01-15T06:35:00+00:00:G:96.4601125026
278,↓ 向下,2026-01-15 06:35:00+00:00,顶分型,96.46011250261338,2026-01-15 06:55:00+00:00,底分型,91.19923242581523,7,2,5.26,-0.0545,2026-01-15 06:20:00+00:00,2026-01-15 07:05:00+00:00,2026-01-15T06:20:00+00:00 | 2026-01-15T06:35:00+00:00 | 2026-01-15T06:40:00+00:00 | 2026-01-15T06:45:00+00:00 | 2026-01-15T06:50:00+00:00 | 2026-01-15T06:55:00+00:00 | 2026-01-15T07:05:00+00:00,2026-01-15T06:35:00+00:00:G:96.4601125026 | 2026-01-15T06:55:00+00:00:D:91.1992324258
279,↑ 向上,2026-01-15 06:55:00+00:00,底分型,91.19923242581523,2026-01-15 07:50:00+00:00,顶分型,109.09600864281691,12,2,17.9,0.1962,2026-01-15 06:50:00+00:00,2026-01-15 08:00:00+00:00,2026-01-15T06:50:00+00:00 | 2026-01-15T06:55:00+00:00 | 2026-01-15T07:05:00+00:00 | 2026-01-15T07:15:00+00:00 | 2026-01-15T07:20:00+00:00 | 2026-01-15T07:25:00+00:00 | 2026-01-15T07:30:00+00:00 | 2026-01-15T07:35:00+00:00 | 2026-01-15T07:40:00+00:00 | 2026-01-15T07:45:00+00:00 | 2026-01-15T07:50:00+00:00 | 2026-01-15T08:00:00+00:00,2026-01-15T06:55:00+00:00:D:91.1992324258 | 2026-01-15T07:50:00+00:00:G:109.096008643
280,↓ 向下,2026-01-15 07:50:00+00:00,顶分型,109.09600864281691,2026-01-15 08:50:00+00:00,底分型,103.9401348180481,10,6,5.16,-0.0473,2026-01-15 07:45:00+00:00,2026-01-15 08:55:00+00:00,2026-01-15T07:45:00+00:00 | 2026-01-15T07:50:00+00:00 | 2026-01-15T08:10:00+00:00 | 2026-01-15T08:15:00+00:00 | 2026-01-15T08:20:00+00:00 | 2026-01-15T08:25:00+00:00 | 2026-01-15T08:35:00+00:00 | 2026-01-15T08:45:00+00:00 | 2026-01-15T08:50:00+00:00 | 2026-01-15T08:55:00+00:00,2026-01-15T07:50:00+00:00:G:109.096008643 | 2026-01-15T08:10:00+00:00:D:105.822901857 | 2026-01-15T08:15:00+00:00:G:108.962684114 | 2026-01-15T08:25:00+00:00:D:104.115764126 | 2026-01-15T08:35:00+00:00:G:107.622758803 | 2026-01-15T08:50:00+00:00:D:103.940134818
281,↑ 向上,2026-01-15 08:50:00+00:00,底分型,103.9401348180481,2026-01-15 09:15:00+00:00,顶分型,109.06479040843422,6,2,5.12,0.0493,2026-01-15 08:40:00+00:00,2026-01-15 09:20:00+00:00,2026-01-15T08:45:00+00:00 | 2026-01-15T08:50:00+00:00 | 2026-01-15T09:00:00+00:00 | 2026-01-15T09:05:00+00:00 | 2026-01-15T09:15:00+00:00 | 2026-01-15T09:20:00+00:00,2026-01-15T08:50:00+00:00:D:103.940134818 | 2026-01-15T09:15:00+00:00:G:109.064790408
282,↓ 向下,2026-01-15 09:15:00+00:00,顶分型,109.06479040843422,2026-01-15 10:10:00+00:00,底分型,89.98405573556515,12,2,19.08,-0.1749,2026-01-15 09:05:00+00:00,2026-01-15 10:20:00+00:00,2026-01-15T09:05:00+00:00 | 2026-01-15T09:15:00+00:00 | 2026-01-15T09:25:00+00:00 | 2026-01-15T09:30:00+00:00 | 2026-01-15T09:35:00+00:00 | 2026-01-15T09:40:00+00:00 | 2026-01-15T09:45:00+00:00 | 2026-01-15T09:50:00+00:00 | 2026-01-15T09:55:00+00:00 | 2026-01-15T10:00:00+00:00 | 2026-01-15T10:10:00+00:00 | 2026-01-15T10:20:00+00:00,2026-01-15T09:15:00+00:00:G:109.064790408 | 2026-01-15T10:10:00+00:00:D:89.9840557356
283,↑ 向上,2026-01-15 10:10:00+00:00,底分型,89.98405573556515,2026-01-15 12:20:00+00:00,顶分型,110.28329339729986,20,6,20.3,0.2256,2026-01-15 10:00:00+00:00,2026-01-15 12:25:00+00:00,2026-01-15T10:00:00+00:00 | 2026-01-15T10:10:00+00:00 | 2026-01-15T10:25:00+00:00 | 2026-01-15T10:40:00+00:00 | 2026-01-15T10:50:00+00:00 | 2026-01-15T10:55:00+00:00 | 2026-01-15T11:00:00+00:00 | 2026-01-15T11:05:00+00:00 | 2026-01-15T11:25:00+00:00 | 2026-01-15T11:30:00+00:00 | 2026-01-15T11:35:00+00:00 | 2026-01-15T11:40:00+00:00 | 2026-01-15T11:45:00+00:00 | 2026-01-15T11:50:00+00:00 | 2026-01-15T11:55:00+00:00 | 2026-01-15T12:00:00+00:00 | 2026-01-15T12:05:00+00:00 | 2026-01-15T12:10:00+00:00 | 2026-01-15T12:20:00+00:00 | 2026-01-15T12:25:00+00:00,2026-01-15T10:10:00+00:00:D:89.9840557356 | 2026-01-15T10:40:00+00:00:G:96.1281315006 | 2026-01-15T10:50:00+00:00:D:92.7630441446 | 2026-01-15T10:55:00+00:00:G:96.5531250216 | 2026-01-15T11:05:00+00:00:D:91.8105643962 | 2026-01-15T12:20:00+00:00:G:110.283293397
284,↓ 向下,2026-01-15 12:20:00+00:00,顶分型,110.28329339729986,2026-01-15 13:00:00+00:00,底分型,102.7206069423733,9,4,7.56,-0.0686,2026-01-15 12:10:00+00:00,2026-01-15 13:05:00+00:00,2026-01-15T12:10:00+00:00 | 2026-01-15T12:20:00+00:00 | 2026-01-15T12:25:00+00:00 | 2026-01-15T12:35:00+00:00 | 2026-01-15T12:40:00+00:00 | 2026-01-15T12:50:00+00:00 | 2026-01-15T12:55:00+00:00 | 2026-01-15T13:00:00+00:00 | 2026-01-15T13:05:00+00:00,2026-01-15T12:20:00+00:00:G:110.283293397 | 2026-01-15T12:50:00+00:00:D:103.298004341 | 2026-01-15T12:55:00+00:00:G:105.955654114 | 2026-01-15T13:00:00+00:00:D:102.720606942
285,↑ 向上,2026-01-15 13:00:00+00:00,底分型,102.7206069423733,2026-01-15 13:30:00+00:00,顶分型,108.53808314682004,6,2,5.82,0.0566,2026-01-15 12:55:00+00:00,2026-01-15 13:35:00+00:00,2026-01-15T12:55:00+00:00 | 2026-01-15T13:00:00+00:00 | 2026-01-15T13:05:00+00:00 | 2026-01-15T13:10:00+00:00 | 2026-01-15T13:30:00+00:00 | 2026-01-15T13:35:00+00:00,2026-01-15T13:00:00+00:00:D:102.720606942 | 2026-01-15T13:30:00+00:00:G:108.538083147
286,↓ 向下,2026-01-15 13:30:00+00:00,顶分型,108.53808314682004,2026-01-15 14:20:00+00:00,底分型,90.14599081514267,13,2,18.39,-0.1695,2026-01-15 13:10:00+00:00,2026-01-15 14:25:00+00:00,2026-01-15T13:10:00+00:00 | 2026-01-15T13:30:00+00:00 | 2026-01-15T13:35:00+00:00 | 2026-01-15T13:40:00+00:00 | 2026-01-15T13:45:00+00:00 | 2026-01-15T13:50:00+00:00 | 2026-01-15T13:55:00+00:00 | 2026-01-15T14:00:00+00:00 | 2026-01-15T14:05:00+00:00 | 2026-01-15T14:10:00+00:00 | 2026-01-15T14:15:00+00:00 | 2026-01-15T14:20:00+00:00 | 2026-01-15T14:25:00+00:00,2026-01-15T13:30:00+00:00:G:108.538083147 | 2026-01-15T14:20:00+00:00:D:90.1459908151
287,↑ 向上,2026-01-15 14:20:00+00:00,底分型,90.14599081514267,2026-01-15 15:00:00+00:00,顶分型,97.3186829557063,10,2,7.17,0.0796,2026-01-15 14:15:00+00:00,2026-01-15 15:10:00+00:00,2026-01-15T14:15:00+00:00 | 2026-01-15T14:20:00+00:00 | 2026-01-15T14:25:00+00:00 | 2026-01-15T14:30:00+00:00 | 2026-01-15T14:40:00+00:00 | 2026-01-15T14:45:00+00:00 | 2026-01-15T14:50:00+00:00 | 2026-01-15T14:55:00+00:00 | 2026-01-15T15:00:00+00:00 | 2026-01-15T15:10:00+00:00,2026-01-15T14:20:00+00:00:D:90.1459908151 | 2026-01-15T15:00:00+00:00:G:97.3186829557
288,↓ 向下,2026-01-15 15:00:00+00:00,顶分型,97.3186829557063,2026-01-15 15:35:00+00:00,底分型,92.28805762250263,7,4,5.03,-0.0517,2026-01-15 14:55:00+00:00,2026-01-15 15:40:00+00:00,2026-01-15T14:55:00+00:00 | 2026-01-15T15:00:00+00:00 | 2026-01-15T15:10:00+00:00 | 2026-01-15T15:20:00+00:00 | 2026-01-15T15:25:00+00:00 | 2026-01-15T15:35:00+00:00 | 2026-01-15T15:40:00+00:00,2026-01-15T15:00:00+00:00:G:97.3186829557 | 2026-01-15T15:10:00+00:00:D:92.619040071 | 2026-01-15T15:20:00+00:00:G:96.7420431443 | 2026-01-15T15:35:00+00:00:D:92.2880576225
289,↑ 向上,2026-01-15 15:35:00+00:00,底分型,92.28805762250263,2026-01-15 16:25:00+00:00,顶分型,110.54848436717462,12,2,18.26,0.1979,2026-01-15 15:25:00+00:00,2026-01-15 16:30:00+00:00,2026-01-15T15:25:00+00:00 | 2026-01-15T15:35:00+00:00 | 2026-01-15T15:40:00+00:00 | 2026-01-15T15:50:00+00:00 | 2026-01-15T15:55:00+00:00 | 2026-01-15T16:00:00+00:00 | 2026-01-15T16:05:00+00:00 | 2026-01-15T16:10:00+00:00 | 2026-01-15T16:15:00+00:00 | 2026-01-15T16:20:00+00:00 | 2026-01-15T16:25:00+00:00 | 2026-01-15T16:30:00+00:00,2026-01-15T15:35:00+00:00:D:92.2880576225 | 2026-01-15T16:25:00+00:00:G:110.548484367
290,↓ 向下,2026-01-15 16:25:00+00:00,顶分型,110.54848436717462,2026-01-15 17:05:00+00:00,底分型,102.82505428769824,8,2,7.72,-0.0699,2026-01-15 16:20:00+00:00,2026-01-15 17:10:00+00:00,2026-01-15T16:20:00+00:00 | 2026-01-15T16:25:00+00:00 | 2026-01-15T16:40:00+00:00 | 2026-01-15T16:45:00+00:00 | 2026-01-15T16:50:00+00:00 | 2026-01-15T16:55:00+00:00 | 2026-01-15T17:05:00+00:00 | 2026-01-15T17:10:00+00:00,2026-01-15T16:25:00+00:00:G:110.548484367 | 2026-01-15T17:05:00+00:00:D:102.825054288
291,↑ 向上,2026-01-15 17:05:00+00:00,底分型,102.82505428769824,2026-01-15 17:30:00+00:00,顶分型,107.62312699433441,6,4,4.8,0.0467,2026-01-15 16:55:00+00:00,2026-01-15 17:40:00+00:00,2026-01-15T16:55:00+00:00 | 2026-01-15T17:05:00+00:00 | 2026-01-15T17:10:00+00:00 | 2026-01-15T17:15:00+00:00 | 2026-01-15T17:30:00+00:00 | 2026-01-15T17:40:00+00:00,2026-01-15T17:05:00+00:00:D:102.825054288 | 2026-01-15T17:10:00+00:00:G:107.093234076 | 2026-01-15T17:15:00+00:00:D:103.272909179 | 2026-01-15T17:30:00+00:00:G:107.623126994
292,↓ 向下,2026-01-15 17:30:00+00:00,顶分型,107.62312699433441,2026-01-15 18:45:00+00:00,底分型,89.59522796657207,15,2,18.03,-0.1675,2026-01-15 17:15:00+00:00,2026-01-15 18:50:00+00:00,2026-01-15T17:15:00+00:00 | 2026-01-15T17:30:00+00:00 | 2026-01-15T17:40:00+00:00 | 2026-01-15T17:45:00+00:00 | 2026-01-15T17:50:00+00:00 | 2026-01-15T17:55:00+00:00 | 2026-01-15T18:00:00+00:00 | 2026-01-15T18:05:00+00:00 | 2026-01-15T18:10:00+00:00 | 2026-01-15T18:15:00+00:00 | 2026-01-15T18:20:00+00:00 | 2026-01-15T18:25:00+00:00 | 2026-01-15T18:35:00+00:00 | 2026-01-15T18:45:00+00:00 | 2026-01-15T18:50:00+00:00,2026-01-15T17:30:00+00:00:G:107.623126994 | 2026-01-15T18:45:00+00:00:D:89.5952279666
293,↑ 向上,2026-01-15 18:45:00+00:00,底分型,89.59522796657207,2026-01-15 19:20:00+00:00,顶分型,97.392113740119,10,2,7.8,0.087,2026-01-15 18:35:00+00:00,2026-01-15 19:25:00+00:00,2026-01-15T18:35:00+00:00 | 2026-01-15T18:45:00+00:00 | 2026-01-15T18:50:00+00:00 | 2026-01-15T18:55:00+00:00 | 2026-01-15T19:00:00+00:00 | 2026-01-15T19:05:00+00:00 | 2026-01-15T19:10:00+00:00 | 2026-01-15T19:15:00+00:00 | 2026-01-15T19:20:00+00:00 | 2026-01-15T19:25:00+00:00,2026-01-15T18:45:00+00:00:D:89.5952279666 | 2026-01-15T19:20:00+00:00:G:97.3921137401
294,↓ 向下,2026-01-15 19:20:00+00:00,顶分型,97.392113740119,2026-01-15 19:50:00+00:00,底分型,92.81308113651193,7,4,4.58,-0.047,2026-01-15 19:15:00+00:00,2026-01-15 19:55:00+00:00,2026-01-15T19:15:00+00:00 | 2026-01-15T19:20:00+00:00 | 2026-01-15T19:25:00+00:00 | 2026-01-15T19:30:00+00:00 | 2026-01-15T19:35:00+00:00 | 2026-01-15T19:50:00+00:00 | 2026-01-15T19:55:00+00:00,2026-01-15T19:20:00+00:00:G:97.3921137401 | 2026-01-15T19:25:00+00:00:D:93.8895599135 | 2026-01-15T19:30:00+00:00:G:97.0367755093 | 2026-01-15T19:50:00+00:00:D:92.8130811365
295,↑ 向上,2026-01-15 19:50:00+00:00,底分型,92.81308113651193,2026-01-15 20:45:00+00:00,顶分型,110.96729058461433,13,2,18.15,0.1956,2026-01-15 19:35:00+00:00,2026-01-15 20:50:00+00:00,2026-01-15T19:35:00+00:00 | 2026-01-15T19:50:00+00:00 | 2026-01-15T19:55:00+00:00 | 2026-01-15T20:00:00+00:00 | 2026-01-15T20:05:00+00:00 | 2026-01-15T20:10:00+00:00 | 2026-01-15T20:15:00+00:00 | 2026-01-15T20:20:00+00:00 | 2026-01-15T20:25:00+00:00 | 2026-01-15T20:30:00+00:00 | 2026-01-15T20:40:00+00:00 | 2026-01-15T20:45:00+00:00 | 2026-01-15T20:50:00+00:00,2026-01-15T19:50:00+00:00:D:92.8130811365 | 2026-01-15T20:45:00+00:00:G:110.967290585
296,↓ 向下,2026-01-15 20:45:00+00:00,顶分型,110.96729058461433,2026-01-15 22:50:00+00:00,底分型,88.70377354979387,22,4,22.26,-0.2006,2026-01-15 20:40:00+00:00,2026-01-15 23:00:00+00:00,2026-01-15T20:40:00+00:00 | 2026-01-15T20:45:00+00:00 | 2026-01-15T20:50:00+00:00 | 2026-01-15T20:55:00+00:00 | 2026-01-15T21:00:00+00:00 | 2026-01-15T21:20:00+00:00 | 2026-01-15T21:25:00+00:00 | 2026-01-15T21:30:00+00:00 | 2026-01-15T21:40:00+00:00 | 2026-01-15T21:45:00+00:00 | 2026-01-15T22:00:00+00:00 | 2026-01-15T22:05:00+00:00 | 2026-01-15T22:10:00+00:00 | 2026-01-15T22:15:00+00:00 | 2026-01-15T22:20:00+00:00 | 2026-01-15T22:25:00+00:00 | 2026-01-15T22:30:00+00:00 | 2026-01-15T22:35:00+00:00 | 2026-01-15T22:40:00+00:00 | 2026-01-15T22:45:00+00:00 | 2026-01-15T22:50:00+00:00 | 2026-01-15T23:00:00+00:00,2026-01-15T20:45:00+00:00:G:110.967290585 | 2026-01-15T21:30:00+00:00:D:102.53844361 | 2026-01-15T21:45:00+00:00:G:106.224964253 | 2026-01-15T22:50:00+00:00:D:88.7037735498
297,↑ 向上,2026-01-15 22:50:00+00:00,底分型,88.70377354979387,2026-01-15 23:30:00+00:00,顶分型,97.99884881365656,8,2,9.3,0.1048,2026-01-15 22:45:00+00:00,2026-01-15 23:35:00+00:00,2026-01-15T22:45:00+00:00 | 2026-01-15T22:50:00+00:00 | 2026-01-15T23:00:00+00:00 | 2026-01-15T23:10:00+00:00 | 2026-01-15T23:15:00+00:00 | 2026-01-15T23:20:00+00:00 | 2026-01-15T23:30:00+00:00 | 2026-01-15T23:35:00+00:00,2026-01-15T22:50:00+00:00:D:88.7037735498 | 2026-01-15T23:30:00+00:00:G:97.9988488137
298,↓ 向下,2026-01-15 23:30:00+00:00,顶分型,97.99884881365656,2026-01-16 00:10:00+00:00,底分型,93.63511030613259,8,4,4.36,-0.0445,2026-01-15 23:20:00+00:00,2026-01-16 00:15:00+00:00,2026-01-15T23:20:00+00:00 | 2026-01-15T23:30:00+00:00 | 2026-01-15T23:40:00+00:00 | 2026-01-15T23:50:00+00:00 | 2026-01-15T23:55:00+00:00 | 2026-01-16T00:05:00+00:00 | 2026-01-16T00:10:00+00:00 | 2026-01-16T00:15:00+00:00,2026-01-15T23:30:00+00:00:G:97.9988488137 | 2026-01-15T23:40:00+00:00:D:93.6369864596 | 2026-01-15T23:55:00+00:00:G:96.7809959741 | 2026-01-16T00:10:00+00:00:D:93.6351103061
299,↑ 向上,2026-01-16 00:10:00+00:00,底分型,93.63511030613259,2026-01-16 00:50:00+00:00,顶分型,111.5349572358613,11,2,17.9,0.1912,2026-01-16 00:05:00+00:00,2026-01-16 01:00:00+00:00,2026-01-16T00:05:00+00:00 | 2026-01-16T00:10:00+00:00 | 2026-01-16T00:15:00+00:00 | 2026-01-16T00:20:00+00:00 | 2026-01-16T00:25:00+00:00 | 2026-01-16T00:30:00+00:00 | 2026-01-16T00:35:00+00:00 | 2026-01-16T00:40:00+00:00 | 2026-01-16T00:45:00+00:00 | 2026-01-16T00:50:00+00:00 | 2026-01-16T01:00:00+00:00,2026-01-16T00:10:00+00:00:D:93.6351103061 | 2026-01-16T00:50:00+00:00:G:111.534957236
300,↓ 向下,2026-01-16 00:50:00+00:00,顶分型,111.5349572358613,2026-01-16 01:45:00+00:00,底分型,102.30991196647473,11,2,9.23,-0.0827,2026-01-16 00:45:00+00:00,2026-01-16 01:50:00+00:00,2026-01-16T00:45:00+00:00 | 2026-01-16T00:50:00+00:00 | 2026-01-16T01:05:00+00:00 | 2026-01-16T01:10:00+00:00 | 2026-01-16T01:20:00+00:00 | 2026-01-16T01:25:00+00:00 | 2026-01-16T01:30:00+00:00 | 2026-01-16T01:35:00+00:00 | 2026-01-16T01:40:00+00:00 | 2026-01-16T01:45:00+00:00 | 2026-01-16T01:50:00+00:00,2026-01-16T00:50:00+00:00:G:111.534957236 | 2026-01-16T01:45:00+00:00:D:102.309911966
301,↑ 向上,2026-01-16 01:45:00+00:00,底分型,102.30991196647473,2026-01-16 02:10:00+00:00,顶分型,107.1678343955245,6,4,4.86,0.0475,2026-01-16 01:40:00+00:00,2026-01-16 02:15:00+00:00,2026-01-16T01:40:00+00:00 | 2026-01-16T01:45:00+00:00 | 2026-01-16T01:50:00+00:00 | 2026-01-16T02:05:00+00:00 | 2026-01-16T02:10:00+00:00 | 2026-01-16T02:15:00+00:00,2026-01-16T01:45:00+00:00:D:102.309911966 | 2026-01-16T01:50:00+00:00:G:106.525281036 | 2026-01-16T02:05:00+00:00:D:103.019958221 | 2026-01-16T02:10:00+00:00:G:107.167834396
302,↓ 向下,2026-01-16 02:10:00+00:00,顶分型,107.1678343955245,2026-01-16 03:10:00+00:00,底分型,88.27700274265626,14,4,18.89,-0.1763,2026-01-16 02:00:00+00:00,2026-01-16 03:15:00+00:00,2026-01-16T02:05:00+00:00 | 2026-01-16T02:10:00+00:00 | 2026-01-16T02:15:00+00:00 | 2026-01-16T02:20:00+00:00 | 2026-01-16T02:25:00+00:00 | 2026-01-16T02:30:00+00:00 | 2026-01-16T02:35:00+00:00 | 2026-01-16T02:40:00+00:00 | 2026-01-16T02:45:00+00:00 | 2026-01-16T02:50:00+00:00 | 2026-01-16T02:55:00+00:00 | 2026-01-16T03:05:00+00:00 | 2026-01-16T03:10:00+00:00 | 2026-01-16T03:15:00+00:00,2026-01-16T02:10:00+00:00:G:107.167834396 | 2026-01-16T02:55:00+00:00:D:88.4120833909 | 2026-01-16T03:05:00+00:00:G:91.6189386211 | 2026-01-16T03:10:00+00:00:D:88.2770027427
303,↑ 向上,2026-01-16 03:10:00+00:00,底分型,88.27700274265626,2026-01-16 05:15:00+00:00,顶分型,111.5810951189811,23,6,23.3,0.264,2026-01-16 03:05:00+00:00,2026-01-16 05:20:00+00:00,2026-01-16T03:05:00+00:00 | 2026-01-16T03:10:00+00:00 | 2026-01-16T03:15:00+00:00 | 2026-01-16T03:25:00+00:00 | 2026-01-16T03:30:00+00:00 | 2026-01-16T03:35:00+00:00 | 2026-01-16T03:40:00+00:00 | 2026-01-16T03:50:00+00:00 | 2026-01-16T03:55:00+00:00 | 2026-01-16T04:00:00+00:00 | 2026-01-16T04:15:00+00:00 | 2026-01-16T04:20:00+00:00 | 2026-01-16T04:25:00+00:00 | 2026-01-16T04:30:00+00:00 | 2026-01-16T04:35:00+00:00 | 2026-01-16T04:40:00+00:00 | 2026-01-16T04:45:00+00:00 | 2026-01-16T04:50:00+00:00 | 2026-01-16T04:55:00+00:00 | 2026-01-16T05:00:00+00:00 | 2026-01-16T05:05:00+00:00 | 2026-01-16T05:15:00+00:00 | 2026-01-16T05:20:00+00:00,2026-01-16T03:10:00+00:00:D:88.2770027427 | 2026-01-16T03:40:00+00:00:G:97.8514329141 | 2026-01-16T03:50:00+00:00:D:93.6824838889 | 2026-01-16T03:55:00+00:00:G:97.8514005453 | 2026-01-16T04:15:00+00:00:D:93.8327483599 | 2026-01-16T05:15:00+00:00:G:111.581095119
304,↓ 向下,2026-01-16 05:15:00+00:00,顶分型,111.5810951189811,2026-01-16 07:30:00+00:00,底分型,88.56229398600641,23,8,23.02,-0.2063,2026-01-16 05:05:00+00:00,2026-01-16 07:35:00+00:00,2026-01-16T05:05:00+00:00 | 2026-01-16T05:15:00+00:00 | 2026-01-16T05:20:00+00:00 | 2026-01-16T05:25:00+00:00 | 2026-01-16T05:30:00+00:00 | 2026-01-16T05:35:00+00:00 | 2026-01-16T05:40:00+00:00 | 2026-01-16T05:45:00+00:00 | 2026-01-16T05:50:00+00:00 | 2026-01-16T05:55:00+00:00 | 2026-01-16T06:05:00+00:00 | 2026-01-16T06:10:00+00:00 | 2026-01-16T06:35:00+00:00 | 2026-01-16T06:40:00+00:00 | 2026-01-16T06:45:00+00:00 | 2026-01-16T06:50:00+00:00 | 2026-01-16T06:55:00+00:00 | 2026-01-16T07:00:00+00:00 | 2026-01-16T07:05:00+00:00 | 2026-01-16T07:15:00+00:00 | 2026-01-16T07:25:00+00:00 | 2026-01-16T07:30:00+00:00 | 2026-01-16T07:35:00+00:00,2026-01-16T05:15:00+00:00:G:111.581095119 | 2026-01-16T05:50:00+00:00:D:103.224239716 | 2026-01-16T05:55:00+00:00:G:106.445485282 | 2026-01-16T06:05:00+00:00:D:102.142650571 | 2026-01-16T06:10:00+00:00:G:106.047632871 | 2026-01-16T07:15:00+00:00:D:89.4207771437 | 2026-01-16T07:25:00+00:00:G:92.0396367338 | 2026-01-16T07:30:00+00:00:D:88.562293986
305,↑ 向上,2026-01-16 07:30:00+00:00,底分型,88.56229398600641,2026-01-16 08:00:00+00:00,顶分型,98.18592954888648,8,2,9.62,0.1087,2026-01-16 07:25:00+00:00,2026-01-16 08:10:00+00:00,2026-01-16T07:25:00+00:00 | 2026-01-16T07:30:00+00:00 | 2026-01-16T07:35:00+00:00 | 2026-01-16T07:40:00+00:00 | 2026-01-16T07:50:00+00:00 | 2026-01-16T07:55:00+00:00 | 2026-01-16T08:00:00+00:00 | 2026-01-16T08:10:00+00:00,2026-01-16T07:30:00+00:00:D:88.562293986 | 2026-01-16T08:00:00+00:00:G:98.1859295489
306,↓ 向下,2026-01-16 08:00:00+00:00,顶分型,98.18592954888648,2026-01-16 08:30:00+00:00,底分型,93.9683438994259,7,4,4.22,-0.043,2026-01-16 07:55:00+00:00,2026-01-16 08:35:00+00:00,2026-01-16T07:55:00+00:00 | 2026-01-16T08:00:00+00:00 | 2026-01-16T08:10:00+00:00 | 2026-01-16T08:15:00+00:00 | 2026-01-16T08:20:00+00:00 | 2026-01-16T08:30:00+00:00 | 2026-01-16T08:35:00+00:00,2026-01-16T08:00:00+00:00:G:98.1859295489 | 2026-01-16T08:10:00+00:00:D:94.4777628848 | 2026-01-16T08:15:00+00:00:G:97.7867311555 | 2026-01-16T08:30:00+00:00:D:93.9683438994
307,↑ 向上,2026-01-16 08:30:00+00:00,底分型,93.9683438994259,2026-01-16 09:20:00+00:00,顶分型,111.3977234276886,12,2,17.43,0.1855,2026-01-16 08:20:00+00:00,2026-01-16 09:35:00+00:00,2026-01-16T08:20:00+00:00 | 2026-01-16T08:30:00+00:00 | 2026-01-16T08:35:00+00:00 | 2026-01-16T08:40:00+00:00 | 2026-01-16T08:45:00+00:00 | 2026-01-16T08:50:00+00:00 | 2026-01-16T08:55:00+00:00 | 2026-01-16T09:00:00+00:00 | 2026-01-16T09:05:00+00:00 | 2026-01-16T09:15:00+00:00 | 2026-01-16T09:20:00+00:00 | 2026-01-16T09:35:00+00:00,2026-01-16T08:30:00+00:00:D:93.9683438994 | 2026-01-16T09:20:00+00:00:G:111.397723428
308,↓ 向下,2026-01-16 09:20:00+00:00,顶分型,111.3977234276886,2026-01-16 10:10:00+00:00,底分型,100.93091254166156,10,2,10.47,-0.094,2026-01-16 09:15:00+00:00,2026-01-16 10:15:00+00:00,2026-01-16T09:15:00+00:00 | 2026-01-16T09:20:00+00:00 | 2026-01-16T09:35:00+00:00 | 2026-01-16T09:40:00+00:00 | 2026-01-16T09:45:00+00:00 | 2026-01-16T09:50:00+00:00 | 2026-01-16T09:55:00+00:00 | 2026-01-16T10:00:00+00:00 | 2026-01-16T10:10:00+00:00 | 2026-01-16T10:15:00+00:00,2026-01-16T09:20:00+00:00:G:111.397723428 | 2026-01-16T10:10:00+00:00:D:100.930912542
309,↑ 向上,2026-01-16 10:10:00+00:00,底分型,100.93091254166156,2026-01-16 10:35:00+00:00,顶分型,105.77916844095172,7,4,4.85,0.048,2026-01-16 10:00:00+00:00,2026-01-16 10:40:00+00:00,2026-01-16T10:00:00+00:00 | 2026-01-16T10:10:00+00:00 | 2026-01-16T10:15:00+00:00 | 2026-01-16T10:25:00+00:00 | 2026-01-16T10:30:00+00:00 | 2026-01-16T10:35:00+00:00 | 2026-01-16T10:40:00+00:00,2026-01-16T10:10:00+00:00:D:100.930912542 | 2026-01-16T10:15:00+00:00:G:105.346946288 | 2026-01-16T10:25:00+00:00:D:101.552169702 | 2026-01-16T10:35:00+00:00:G:105.779168441
